Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie,Unité
276.0,_11_Res_3,REAL,w Méc. levage 1 / Méc. retenue,%DB103.DBD276,Méc. levage 1 / Méc. retenue,Télémesure,
280.0,_11_I_nominal,REAL,Courant de référence moteur Méc. levage 1 / Méc. retenue,%DB103.DBD280,Méc. levage 1 / Méc. retenue,Télémesure,A
284.0,_11_Res_4,REAL,Méc. levage 1 / Méc. retenue 3,%DB103.DBD284,Méc. levage 1 / Méc. retenue,Télémesure,
288.0,_11_Res_5,REAL,Méc. levage 1 / Méc. retenue 4,%DB103.DBD288,Méc. levage 1 / Méc. retenue,Télémesure,
292.0,_11_N_nominal_400V,REAL,vitesse nominale 400V/50Hz Méc. levage 1 / Méc. retenue,%DB103.DBD292,Méc. levage 1 / Méc. retenue,Télémesure,m/s
296.0,_11_N_nominal_440V_690V,REAL,Vitesse nominale 440_690V/60Hz Méc. levage 1 / Méc. retenue,%DB103.DBD296,Méc. levage 1 / Méc. retenue,Télémesure,m/s
300.0,_11_N_ref_drive,REAL,Vitesse de référence pour module moteur Méc. levage 1 / Méc. retenue,%DB103.DBD300,Méc. levage 1 / Méc. retenue,Télémesure,m/s
304.0,_11_M_nominal,REAL,Couple de charge nominal Méc. levage 1 / Méc. retenue,%DB103.DBD304,Méc. levage 1 / Méc. retenue,Télémesure,Nm
308.0,_11_I_fast,REAL,Rapport de transmission réducteur pour méc. de levage: vitesse rapide Méc. levage 1 / Méc. retenue,%DB103.DBD308,Méc. levage 1 / Méc. retenue,Télémesure,m/s
312.0,_11_I_middle,REAL,Rapport réducteur du méc. levage: vi tesse moyenne Méc. levage 1 / Méc. retenue,%DB103.DBD312,Méc. levage 1 / Méc. retenue,Télémesure,
316.0,_11_I_slow,REAL,Rapport de transmission réducteur pour méc. de levage: vitesse lente Méc. levage 1 / Méc. retenue,%DB103.DBD316,Méc. levage 1 / Méc. retenue,Télémesure,m/s
320.0,_11_D_drum,REAL,Diamètre du tambour à câble en m Méc. levage 1 / Méc. retenue,%DB103.DBD320,Méc. levage 1 / Méc. retenue,Télémesure,m
324.0,_11_H_height_Pre,REAL,Hauteur de levage: chemin (en m) entre pré-fin de course et fin de cours e Méc. levage 1 / Méc. retenue,%DB103.DBD324,Méc. levage 1 / Méc. retenue,Télémesure,h
328.0,_11_Res_32,REAL,Méc. levage 1 / Méc. retenue 5,%DB103.DBD328,Méc. levage 1 / Méc. retenue,Télémesure,
332.0,_11_12_V_value_max_fault,REAL,Vitesse de levage max. admiss. en m/ min (1.15 X Nmax_nominale) pour coupure Méc. levage 1 / Méc. retenue,%DB103.DBD332,Méc. levage 1 / Méc. retenue,Télémesure,min
336.0,_11_A_value_max_fault,REAL,Valeur d'accélération max. admissibl e pour coupure Méc. levage 1 / Méc. retenue,%DB103.DBD336,Méc. levage 1 / Méc. retenue,Télémesure,
340.0,_11_Res_6,REAL,Méc. levage 1 / Méc. retenue 6,%DB103.DBD340,Méc. levage 1 / Méc. retenue,Télémesure,
344.0,_11_Ramp_load_fast,REAL,Générateur de rampe: quand val. lim. de charge changement en vitesse rapide Méc. levage 1 / Méc. retenue,%DB103.DBD344,Méc. levage 1 / Méc. retenue,Télémesure,
348.0,_11_Ramp_load_slow,REAL,Générateur de rampe:commutation pour val. limite charge à vitesse lente/ moyenne Méc. levage 1 / Méc. retenue,%DB103.DBD348,Méc. levage 1 / Méc. retenue,Télémesure,
352.0,_11_Res_15,REAL,Méc. levage 1 / Méc. retenue 7,%DB103.DBD352,Méc. levage 1 / Méc. retenue,Télémesure,
356.0,_11_Res_16,REAL,Méc. levage 1 / Méc. retenue 8,%DB103.DBD356,Méc. levage 1 / Méc. retenue,Télémesure,
360.0,_11_Res_17,REAL,Méc. levage 1 / Méc. retenue 9,%DB103.DBD360,Méc. levage 1 / Méc. retenue,Télémesure,
364.0,_11_Res_18,REAL,Méc. levage 1 / Méc. retenue 10,%DB103.DBD364,Méc. levage 1 / Méc. retenue,Télémesure,
368.0,_11_Res_19,REAL,Méc. levage 1 / Méc. retenue 11,%DB103.DBD368,Méc. levage 1 / Méc. retenue,Télémesure,
372.0,_11_Res_20,REAL,Méc. levage 1 / Méc. retenue 12,%DB103.DBD372,Méc. levage 1 / Méc. retenue,Télémesure,
376.0,_11_Res_21,REAL,Méc. levage 1 / Méc. retenue 13,%DB103.DBD376,Méc. levage 1 / Méc. retenue,Télémesure,
380.0,_11_Res_22,REAL,Méc. levage 1 / Méc. retenue 14,%DB103.DBD380,Méc. levage 1 / Méc. retenue,Télémesure,
384.0,_11_Res_23,REAL,Méc. levage 1 / Méc. retenue 15,%DB103.DBD384,Méc. levage 1 / Méc. retenue,Télémesure,
388.0,_11_Res_24,REAL,Méc. levage 1 / Méc. retenue 16,%DB103.DBD388,Méc. levage 1 / Méc. retenue,Télémesure,
392.0,_11_Res_25,REAL,Méc. levage 1 / Méc. retenue 17,%DB103.DBD392,Méc. levage 1 / Méc. retenue,Télémesure,
396.0,_11_Res_26,REAL,Méc. levage 1 / Méc. retenue 18,%DB103.DBD396,Méc. levage 1 / Méc. retenue,Télémesure,
400.0,_11_Res_27,REAL,Méc. levage 1 / Méc. retenue 19,%DB103.DBD400,Méc. levage 1 / Méc. retenue,Télémesure,
404.0,_11_Res_28,REAL,Méc. levage 1 / Méc. retenue 20,%DB103.DBD404,Méc. levage 1 / Méc. retenue,Télémesure,
408.0,_11_Reduce_setpointvalue,REAL,Réduction valeur de consigne Méc. levage 1 / Méc. retenue,%DB103.DBD408,Méc. levage 1 / Méc. retenue,Téléréglage,
412.0,_11_Res_29,REAL,Méc. levage 1 / Méc. retenue 21,%DB103.DBD412,Méc. levage 1 / Méc. retenue,Télémesure,
416.0,_11_press_SP_brake,REAL,Point de commutation interrupteur à pression du frein Méc. levage 1 / Méc. retenue,%DB103.DBD416,Méc. levage 1 / Méc. retenue,Télémesure,bar
420.0,_11_Setp_Ymax_RRC,REAL,Valeur de consigne maxi TCR (télécom mande radio) Méc. levage 1 / Méc. retenue,%DB103.DBD420,Méc. levage 1 / Méc. retenue,Téléréglage,
424.0,_11_Setp_Ymax_RRC_inch,REAL,Valeur de consigne maxi commande parà coups TCR (télécommande radio) Méc. levage 1 / Méc. retenue,%DB103.DBD424,Méc. levage 1 / Méc. retenue,Téléréglage,
428.0,_11_Res_12,INT,Méc. levage 1 / Méc. retenue 22,%DB103.DBW428,Méc. levage 1 / Méc. retenue,Télémesure,
430.0,_11_Res_30,REAL,Méc. levage 1 / Méc. retenue 23,%DB103.DBD430,Méc. levage 1 / Méc. retenue,Télémesure,
434.0,_11_Ramp_time_2_armature,REAL,Méc. levage 1: rampe raccourcie dansla zone de l'induit Méc. levage 1 / Méc. retenue,%DB103.DBD434,Méc. levage 1 / Méc. retenue,Télémesure,
438.0,_11_Ramp_time_2_field,REAL,Méc. levage 1: rampe raccourcie dansla zone du champ Méc. levage 1 / Méc. retenue,%DB103.DBD438,Méc. levage 1 / Méc. retenue,Télémesure,
442.0,_11_KTY,BOOL,KTY disponible Méc. levage 1 / Méc. retenue,%DB103.DBX442.0,Méc. levage 1 / Méc. retenue,Télésignal,
444.0,_11_Lim_gear_tmp_pump_on,REAL,Méc.lev.1:tempér.graiss. par circul. :point de commut. pompe MARCHE Méc. levage 1 / Méc. retenue,%DB103.DBD444,Méc. levage 1 / Méc. retenue,Télémesure,
448.0,_11_Lim_gear_tmp_pump_of,REAL,Méc.lev.1:tempér.graiss. par circul. :point de commut. pompe ARRET Méc. levage 1 / Méc. retenue,%DB103.DBD448,Méc. levage 1 / Méc. retenue,Télémesure,
452.0,_11_Lim_gear_tmp_filt_on,REAL,Méc.lev.1:tempér.graiss. par circul. :point de commut. surv. filtre huile MARCHE Méc. levage 1 / Méc. retenue,%DB103.DBD452,Méc. levage 1 / Méc. retenue,Télémesure,°C
456.0,_11_Lim_gear_tmp_filt_of,REAL,Méc.lev.1:tempér.graiss. par circul. :point de commut. surv. filtre huile ARRET Méc. levage 1 / Méc. retenue,%DB103.DBD456,Méc. levage 1 / Méc. retenue,Télémesure,°C
460.0,_11_Lim_gear_tmp_cool_on,REAL,Méc.lev.1:tempér.graiss. par circul. :point de commut. refroidiss.huile M ARCHE Méc. levage 1 / Méc. retenue,%DB103.DBD460,Méc. levage 1 / Méc. retenue,Télémesure,°C
464.0,_11_Lim_gear_tmp_cool_of,REAL,Méc.lev.1:tempér.graiss. par circul. :point de commut. refroidiss.huile ARRET Méc. levage 1 / Méc. retenue,%DB103.DBD464,Méc. levage 1 / Méc. retenue,Télémesure,°C
468.0,_11_Limit_1_gear_tmp_on,REAL,Méc. levage 1: température graissage par circulation : Limit 1 dépassée Méc. levage 1 / Méc. retenue 1,%DB103.DBD468,Méc. levage 1 / Méc. retenue,Télémesure,°C
472.0,_11_Limit_1_gear_tmp_off,REAL,Méc. lev.1: température graissage par circulation : valeur inférieure à Limit 1 Méc. levage 1 / Méc. retenue 1,%DB103.DBD472,Méc. levage 1 / Méc. retenue,Télémesure,°C
476.0,_11_Limit_2_gear_tmp_on,REAL,Méc. levage 1: température graissage par circulation : Limit 2 dépassée Méc. levage 1 / Méc. retenue 2,%DB103.DBD476,Méc. levage 1 / Méc. retenue,Télémesure,°C
480.0,_11_Limit_2_gear_tmp_off,REAL,Méc. lev.1: température graissage par circulation : valeur inférieure à Limit 2 Méc. levage 1 / Méc. retenue 2,%DB103.DBD480,Méc. levage 1 / Méc. retenue,Télémesure,°C
484.0,_11_Limit_3_gear_tmp_on,REAL,Méc. levage 1: température graissage par circulation : Limit 3 dépassée P DWON Méc. levage 1 / Méc. retenue,%DB103.DBD484,Méc. levage 1 / Méc. retenue,Télémesure,°C
488.0,_11_Limit_3_gear_tmp_off,REAL,Méc. lev.1: température graissage par circulation : valeur inférieure w C à mw Limit 3 w Méc. levage 1 / Méc. retenue,%DB103.DBD488,Méc. levage 1 / Méc. retenue,Télémesure,°C
492.0,_11_Lim_speed_tmp_lim_1,REAL,Méc.lev.1: tempér.graissage par circ ul.: limitation val. consigne pour Limit 1 Méc. levage 1 / Méc. retenue 1,%DB103.DBD492,Méc. levage 1 / Méc. retenue,Téléréglage,
496.0,_11_Lim_speed_tmp_lim_2,REAL,Méc.lev.1: tempér.graissage par circ ul.: limitation val. consigne pour Limit 2 Méc. levage 1 / Méc. retenue 2,%DB103.DBD496,Méc. levage 1 / Méc. retenue,Téléréglage,
500.0,_11_Lim_speed_tmp_lim_3,REAL,Méc.lev.1: tempér.graissage par circ ul.: limitation val. consigne pour Limit 3 Méc. levage 1 / Méc. retenue 3,%DB103.DBD500,Méc. levage 1 / Méc. retenue,Téléréglage,
504.0,_11_Red_setp_mech_stp_BR,REAL,Méc. levage 1+2: valeur cons. réduit e avec stop méc. résistance de frein age Méc. levage 1 / Méc. retenue,%DB103.DBD504,Méc. levage 1 / Méc. retenue,Téléréglage,
508.0,_11_Res_7,REAL,Méc. levage 1 / Méc. retenue 24,%DB103.DBD508,Méc. levage 1 / Méc. retenue,Télémesure,
512.0,_11_Res_8,REAL,Méc. levage 1 / Méc. retenue 25,%DB103.DBD512,Méc. levage 1 / Méc. retenue,Télémesure,
516.0,_11_Res_31,REAL,Méc. levage 1 / Méc. retenue 26,%DB103.DBD516,Méc. levage 1 / Méc. retenue,Télémesure,
520.0,_11_Res_13,REAL,Méc. levage 1 / Méc. retenue 27,%DB103.DBD520,Méc. levage 1 / Méc. retenue,Télémesure,
524.0,_11_Res_14,REAL,Méc. levage 1 / Méc. retenue 28,%DB103.DBD524,Méc. levage 1 / Méc. retenue,Télémesure,
528.0,_11_Lim_temp_mot_fan_on,INT,Méc. levage 1: valeur limite tempéra ture mettre ventilateur moteur en marche Méc. levage 1 / Méc. retenue,%DB103.DBW528,Méc. levage 1 / Méc. retenue,Télécommande,
530.0,_11_Lim_temp_mot_fan_off,INT,Méc. levage 1: valeur limite tempéra ture éteindre ventil. moteur Méc. levage 1 / Méc. retenue,%DB103.DBW530,Méc. levage 1 / Méc. retenue,Télémesure,°C
532.0,_11_TU_armature,REAL,Temps rampe zone de l'induit Méc. levage 1 / Méc. retenue,%DB103.DBD532,Méc. levage 1 / Méc. retenue,Télémesure,
536.0,_11_TU_field,REAL,Temps rampe zone atténuation de champ Méc. levage 1 / Méc. retenue,%DB103.DBD536,Méc. levage 1 / Méc. retenue,Télémesure,
540.0,_11_Factor_TU_TD,REAL,Facteur de réduction temps de retour pour temps de montée Méc. levage 1 / Méc. retenue,%DB103.DBD540,Méc. levage 1 / Méc. retenue,Télémesure,s
544.0,_11_Res_33,REAL,Méc. levage 1 / Méc. retenue 29,%DB103.DBD544,Méc. levage 1 / Méc. retenue,Télémesure,
548.0,_11_Res_34,REAL,Méc. levage 1 / Méc. retenue 30,%DB103.DBD548,Méc. levage 1 / Méc. retenue,Télémesure,
552.0,_11_Res_9,REAL,Méc. levage 1 / Méc. retenue 31,%DB103.DBD552,Méc. levage 1 / Méc. retenue,Télémesure,
556.0,_11_Res_10,REAL,Méc. levage 1 / Méc. retenue 32,%DB103.DBD556,Méc. levage 1 / Méc. retenue,Télémesure,
560.0,_11_Res_11,REAL,Méc. levage 1 / Méc. retenue 33,%DB103.DBD560,Méc. levage 1 / Méc. retenue,Télémesure,
564.0,_12_EN,BOOL,Validation: méc. levage 2 Méc. levage 2 / Méc. fermeture,%DB103.DBX564.0,Méc. levage 2 / Méc. fermeture,Télésignal,
564.1,_12_EN_lifting_beam,BOOL,Validation: mode palonnier Méc. levage 2 / Méc. fermeture,%DB103.DBX564.1,Méc. levage 2 / Méc. fermeture,Télésignal,
566.0,_12_V_max_perc,REAL,Vitesse de fermeture: Vmax en pource ntage Méc. levage 2 / Méc. fermeture,%DB103.DBD566,Méc. levage 2 / Méc. fermeture,Télémesure,m/s
570.0,_12_pre_limit_speed,REAL,Méc. levage 2 (fermeture): vitesse du pré-fin de course Méc. levage 2 / Méc. fermeture,%DB103.DBD570,Méc. levage 2 / Méc. fermeture,Télémesure,m/s
574.0,_12_press_SP_brake,REAL,Point de commutation interrupteur à pression du frein Méc. levage 2 / Méc. fermeture,%DB103.DBD574,Méc. levage 2 / Méc. fermeture,Télémesure,bar
578.0,_12_Setp_Ymax_RRC,REAL,Valeur de consigne maxi TCR (télécom mande radio) Méc. levage 2 / Méc. fermeture,%DB103.DBD578,Méc. levage 2 / Méc. fermeture,Téléréglage,
582.0,_12_Setp_Ymax_RRC_inch,REAL,Valeur de consigne maxi commande parà coups TCR (télécommande radio) Méc. levage 2 / Méc. fermeture,%DB103.DBD582,Méc. levage 2 / Méc. fermeture,Téléréglage,
586.0,_12_H_height_MAX,REAL,Hauteur de levage en m pour fin de c ourse lors du levage Méc. levage 2 / Méc. fermeture,%DB103.DBD586,Méc. levage 2 / Méc. fermeture,Télémesure,h
590.0,_12_H_height_MIN,REAL,Hauteur de levage en m pour fin de c ourse lors de la descente Méc. levage 2 / Méc. fermeture,%DB103.DBD590,Méc. levage 2 / Méc. fermeture,Télémesure,min
594.0,_12_S_close_max,REAL,Course fermeture maxi si poulie à chaîne ou diff.course méc.lev.2 hauteu r lev. Méc. levage 2 / Méc. fermeture,%DB103.DBD594,Méc. levage 2 / Méc. fermeture,Télémesure,m
598.0,_12_A_value_max_fault,REAL,Valeur maxi admissible de l’accéléra tion pour coupure Méc. levage 2 / Méc. fermeture,%DB103.DBD598,Méc. levage 2 / Méc. fermeture,Télémesure,
602.0,_12_Lim_motor_overtemp,REAL,Méc. levage 2: temp. moteur: point de commutation surchauffe Méc. levage 2 / Méc. fermeture,%DB103.DBD602,Méc. levage 2 / Méc. fermeture,Télémesure,°C
606.0,_12_KTY,BOOL,KTY disponible Méc. levage 2 / Méc. fermeture,%DB103.DBX606.0,Méc. levage 2 / Méc. fermeture,Télésignal,
608.0,_12_Res_4,REAL,Méc. levage 2 / Méc. fermeture 1,%DB103.DBD608,Méc. levage 2 / Méc. fermeture,Télémesure,
612.0,_12_Res_5,REAL,Méc. levage 2 / Méc. fermeture 2,%DB103.DBD612,Méc. levage 2 / Méc. fermeture,Télémesure,
616.0,_12_Lim_temp_mot_fan_on,INT,Méc. levage 2: valeur limite tempéra ture mettre ventilateur moteur en marche Méc. levage 2 / Méc. fermeture,%DB103.DBW616,Méc. levage 2 / Méc. fermeture,Télécommande,
618.0,_12_Lim_temp_mot_fan_off,INT,Méc. levage 2: valeur limite tempéra ture éteindre ventilateur moteur Méc. levage 2 / Méc. fermeture,%DB103.DBW618,Méc. levage 2 / Méc. fermeture,Télémesure,°C
620.0,_12_TU_armature,REAL,Temps rampe zone de l'induit Méc. levage 2 / Méc. fermeture,%DB103.DBD620,Méc. levage 2 / Méc. fermeture,Télémesure,
624.0,_12_TU_field,REAL,Temps rampe zone atténuation de champ Méc. levage 2 / Méc. fermeture,%DB103.DBD624,Méc. levage 2 / Méc. fermeture,Télémesure,
628.0,_12_Factor_TU_TD,REAL,Facteur de réduction temps de retour pour temps de montée Méc. levage 2 / Méc. fermeture,%DB103.DBD628,Méc. levage 2 / Méc. fermeture,Télémesure,s
632.0,_12_N_ref_drive,REAL,Vitesse de référence pour module moteur Méc. levage 2 / Méc. fermeture,%DB103.DBD632,Méc. levage 2 / Méc. fermeture,Télémesure,m/s
636.0,_12_Lim_temp_mot_on,REAL,"Méc. levage 2: seuil d'enclench. tem pérat. trop élevée, réduction val.co nsigne Méc. levage 2 / Méc. fermeture",%DB103.DBD636,Méc. levage 2 / Méc. fermeture,Télémesure,°C
640.0,_12_Lim_temp_mot_off,REAL,"Méc. levage 2: seuil déconnexion tem pérat. trop élevée, réduction val.co nsigne Méc. levage 2 / Méc. fermeture",%DB103.DBD640,Méc. levage 2 / Méc. fermeture,Télémesure,°C
644.0,_12_Res_1,REAL,Méc. levage 2 / Méc. fermeture 3,%DB103.DBD644,Méc. levage 2 / Méc. fermeture,Télémesure,
648.0,_12_Res_2,REAL,Méc. levage 2 / Méc. fermeture 4,%DB103.DBD648,Méc. levage 2 / Méc. fermeture,Télémesure,
652.0,_12_Res_3,REAL,Méc. levage 2 / Méc. fermeture 5,%DB103.DBD652,Méc. levage 2 / Méc. fermeture,Télémesure,
656.0,_21,BOOL,************************************ ************************************ ******* Mécanisme d'orientation 1,%DB103.DBX656.0,Mécanisme d'orientation,Télésignal,
656.1,_21_EN_Motor_2,BOOL,Validation: moteur méc. orient. 2 Mécanisme d'orientation 1,%DB103.DBX656.1,Mécanisme d'orientation,Télésignal,
656.2,_21_EN_Motor_3,BOOL,Validation: moteur mécanisme d’orien tation 3 Mécanisme d'orientation,%DB103.DBX656.2,Mécanisme d'orientation,Télésignal,
656.3,_21_EN_Motor_4,BOOL,Validation: moteur méc. orient. 4 Mécanisme d'orientation 2,%DB103.DBX656.3,Mécanisme d'orientation,Télésignal,
658.0,_21_U_nominal,REAL,Tension moteur Mécanisme d'orientation,%DB103.DBD658,Mécanisme d'orientation,Télémesure,V
662.0,_21_Res_1,REAL,P DWON Mécanisme d'orientation,%DB103.DBD662,Mécanisme d'orientation,Télémesure,°
666.0,_21_I_nominal,REAL,Courant de référence moteur Mécanisme d'orientation,%DB103.DBD666,Mécanisme d'orientation,Télémesure,A
670.0,_21_Res_2,REAL,w C mw Mécanisme d'orientation,%DB103.DBD670,Mécanisme d'orientation,Télémesure,°
674.0,_21_N_nominal_motor,REAL,Vitesse nominale du moteur w (plaque s ignalétique) Mécanisme d'orientation,%DB103.DBD674,Mécanisme d'orientation,Télémesure,°
678.0,_21_N_motor_N_max_crane,REAL,Vitesse du moteur lors du régime maxi de la superstructure Mécanisme d'orientation,%DB103.DBD678,Mécanisme d'orientation,Télémesure,°
682.0,_21_M_nominal,REAL,Couple de charge nominal Mécanisme d'orientation,%DB103.DBD682,Mécanisme d'orientation,Télémesure,Nm
686.0,_21_I_G,REAL,Rapport de transmission Mécanisme d'orientation,%DB103.DBD686,Mécanisme d'orientation,Télémesure,°
690.0,_21_Z_D,REAL,Nombre de dents de la couronne d'ori entation Mécanisme d'orientation,%DB103.DBD690,Mécanisme d'orientation,Télémesure,°
694.0,_21_Z_G,REAL,Nombre de dents du réducteur Mécanisme d'orientation,%DB103.DBD694,Mécanisme d'orientation,Télémesure,°
698.0,_21_Ramp_t_min,REAL,Temps d'accélération minimal en sec. Mécanisme d'orientation,%DB103.DBD698,Mécanisme d'orientation,Télémesure,min
702.0,_21_Ramp_t_max,REAL,Temps d'accélération maximal en sec. Mécanisme d'orientation,%DB103.DBD702,Mécanisme d'orientation,Télémesure,t
706.0,_21_Ramp_Load_torque_min,REAL,Couple de charge min. pour temps d’a ccélération (portée en m x charge en t) Mécanisme d'orientation,%DB103.DBD706,Mécanisme d'orientation,Télémesure,min
710.0,_21_Ramp_Load_torque_max,REAL,Couple de charge maxi pour temps d’a ccélération (portée en m x charge en t) Mécanisme d'orientation,%DB103.DBD710,Mécanisme d'orientation,Télémesure,t
714.0,_21_Res_3,REAL,Mécanisme d'orientation 2,%DB103.DBD714,Mécanisme d'orientation,Télémesure,°
718.0,_21_Ramp_Rad_max,REAL,Portée max. pour temps d’accélératio n en m Mécanisme d'orientation,%DB103.DBD718,Mécanisme d'orientation,Télémesure,rad
722.0,_21_Reduce_setpointvalue,REAL,Réduction valeur de consigne Mécanisme d'orientation,%DB103.DBD722,Mécanisme d'orientation,Téléréglage,°
726.0,_21_Alpha_1,REAL,Valeur limite 1: angle d’orient. sup erstr. pour réduction vitesse de levage Mécanisme d'orientation 1,%DB103.DBD726,Mécanisme d'orientation,Télémesure,°
730.0,_21_Alpha_2,REAL,Valeur limite 2: angle d’orient. sup erstr. pour réduction vitesse de levage Mécanisme d'orientation 2,%DB103.DBD730,Mécanisme d'orientation,Télémesure,°
734.0,_21_press_SP_brake,REAL,Point de commutation interrupteur à pression du frein Mécanisme d'orientation,%DB103.DBD734,Mécanisme d'orientation,Télémesure,bar
738.0,_21_N_max_grab_loaded,REAL,Vitesse d’orientation benne pleine en tr/ min Mécanisme d'orientation,%DB103.DBD738,Mécanisme d'orientation,Télémesure,min
742.0,_21_V_max_grab_loaded,REAL,Vitesse périphérique benne pleine en m/ mini Mécanisme d'orientation,%DB103.DBD742,Mécanisme d'orientation,Télémesure,m
746.0,_21_N_max_grab_unloaded,REAL,Vitesse d’orientation benne vide en tr/ min Mécanisme d'orientation,%DB103.DBD746,Mécanisme d'orientation,Télémesure,min
750.0,_21_V_max_grab_unloaded,REAL,Vitesse périphérique benne vide en m / mini Mécanisme d'orientation,%DB103.DBD750,Mécanisme d'orientation,Télémesure,m
754.0,_21_N_hook_fast_w_load,REAL,Vitesse d’orientation marchandises d iverses rapide avec charge en tr/min Mécanisme d'orientation,%DB103.DBD754,Mécanisme d'orientation,Télémesure,min
758.0,_21_V_hook_fast_w_load,REAL,Vitesse périphérique marchandises di verses rapide avec charge en m/min Mécanisme d'orientation,%DB103.DBD758,Mécanisme d'orientation,Télémesure,min
762.0,_21_N_hook_fast_wo_load,REAL,Vitesse d’orientation marchandises d iverses rapide sans charge en tr/min Mécanisme d'orientation,%DB103.DBD762,Mécanisme d'orientation,Télémesure,min
766.0,_21_V_hook_fast_wo_load,REAL,Vitesse périphérique marchandises di verses rapide sans charge en m/min Mécanisme d'orientation,%DB103.DBD766,Mécanisme d'orientation,Télémesure,min
770.0,_21_N_hook_slow_w_load,REAL,Vitesse d’orientation marchandises d iverses lente avec charge en tr/min Mécanisme d'orientation,%DB103.DBD770,Mécanisme d'orientation,Télémesure,min
774.0,_21_V_hook_slow_w_load,REAL,Vitesse périphérique marchandises di verses lente avec charge en m/min Mécanisme d'orientation,%DB103.DBD774,Mécanisme d'orientation,Télémesure,min
778.0,_21_N_hook_slow_wo_load,REAL,Vitesse d’orientation marchandises d iverses lente sans charge en tr/min Mécanisme d'orientation,%DB103.DBD778,Mécanisme d'orientation,Télémesure,min
782.0,_21_V_hook_slow_wo_load,REAL,Vitesse périphérique marchandises di verses lente sans charge en m/min Mécanisme d'orientation,%DB103.DBD782,Mécanisme d'orientation,Télémesure,min
786.0,_21_N_hook_heavy_w_load,REAL,Vitesse d’orient. marchandises diver ses clé sur vit.lente avec charge en tr/min Mécanisme d'orientation,%DB103.DBD786,Mécanisme d'orientation,Télémesure,min
790.0,_21_V_hook_heavy_w_load,REAL,Vitesse périphérique marchand.divers es clé sur vit.lente avec charge en m/min Mécanisme d'orientation,%DB103.DBD790,Mécanisme d'orientation,Télémesure,min
794.0,_21_N_hook_heavy_wo_load,REAL,Vit. orientation marchandises divers es:clé sur vit. lente sans charge en tr/min Mécanisme d'orientation,%DB103.DBD794,Mécanisme d'orientation,Télémesure,min
798.0,_21_V_hook_heavy_wo_load,REAL,Vit. périphérique marchandises diver ses:clé sur vit. lente sans charge en m/min Mécanisme d'orientation,%DB103.DBD798,Mécanisme d'orientation,Télémesure,min
802.0,_21_N_reduced,REAL,Vitesse d’orientation benne/marchand ises diverses réduite en tr/min Mécanisme d'orientation,%DB103.DBD802,Mécanisme d'orientation,Télémesure,min
806.0,_21_V_reduced,REAL,Vitesse périphérique benne/marchandi ses diverses réduite en m/min Mécanisme d'orientation,%DB103.DBD806,Mécanisme d'orientation,Télémesure,min
810.0,_21_EN_red2_hook,BOOL,Validation: réduction 2 jusqu’à portée maxi Mécanisme d'orientation 1,%DB103.DBX810.0,Mécanisme d'orientation,Télésignal,
812.0,_21_Rad_red2_hook_R,REAL,Portée à partir de laquelle commence la 2ème réduction Mécanisme d'orientation 1,%DB103.DBD812,Mécanisme d'orientation,Télémesure,rad
816.0,_21_V_min_red2_hook_R,REAL,Vitesse périphérique lors de portée maxi avec réduction 2 Mécanisme d'orientation 1,%DB103.DBD816,Mécanisme d'orientation,Télémesure,min
820.0,_21_EN_red2_4R_grab,BOOL,Validation: réduction 2 jusqu’à portée maxi Mécanisme d'orientation 2,%DB103.DBX820.0,Mécanisme d'orientation,Télésignal,
822.0,_21_Rad_red2_4R_grab_R,REAL,Portée à partir de laquelle commence la 2ème réduction Mécanisme d'orientation 2,%DB103.DBD822,Mécanisme d'orientation,Télémesure,rad
826.0,_21_V_min_red2_4R_grab_R,REAL,Vitesse périphérique lors de portée maxi avec réduction 2 Mécanisme d'orientation 2,%DB103.DBD826,Mécanisme d'orientation,Télémesure,min
830.0,_21_Setp_Ymax_RRC,REAL,Valeur de consigne maxi TCR (télécom mande radio) Mécanisme d'orientation,%DB103.DBD830,Mécanisme d'orientation,Téléréglage,°
834.0,_21_Setp_Ymax_RRC_inch,REAL,Valeur de consigne maxi commande parà coups TCR (télécommande radio) Mécanisme d'orientation,%DB103.DBD834,Mécanisme d'orientation,Téléréglage,°
838.0,_21_Adap_Rmin_R,REAL,Valeur d'adaptation régulateur N en pourcentage pour portée mini Mécanisme d'orientation,%DB103.DBD838,Mécanisme d'orientation,Télémesure,°
842.0,_21_Adap_Rmax_R,REAL,Valeur d'adaptation régulateur N en pourcentage pour portée maxiP DWON Mécanisme d'orientation,%DB103.DBD842,Mécanisme d'orientation,Télémesure,°
846.0,_21_Wind_min_adaption,REAL,Début de l'adaptation en fonction dela force du vent w C mw Mécanisme d'orientation,%DB103.DBD846,Mécanisme d'orientation,Télémesure,min
850.0,_21_Wind_max_adaption,REAL,Vent maxi pour adaptation w en fonctio n de la force du vent Mécanisme d'orientation,%DB103.DBD850,Mécanisme d'orientation,Télémesure,kN
854.0,_21_Adap_wind_min_R,REAL,Valeur d'adaptation régulateur N en pourcentage pour vent mini Mécanisme d'orientation,%DB103.DBD854,Mécanisme d'orientation,Télémesure,min
858.0,_21_Adap_wind_max_R,REAL,Valeur d'adaptation régulateur N en pourcentage pour vent maxi Mécanisme d'orientation,%DB103.DBD858,Mécanisme d'orientation,Télémesure,°
