Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie,Unité
0.0,spare_Bit_1,BOOL,Sans fonction 1,%DB101.DBX0.0,Sans fonction,Télésignal,
0.1,PLC_SLI_test_EN,BOOL,Connexion test CEC pour les courbes de charge (possible uniquement dans l’API) Sans fonction,%DB101.DBX0.1,Sans fonction,Télésignal,
2.0,PLC_SLI_test_bit_No_I,INT,"Test entrées et sorties vers CEC, va leurs 1 à 8 (possible uniquement dans API) Sans fonction",%DB101.DBW2,Sans fonction,Télémesure,VA
4.0,SLI_11_DMS_1_offset_R,REAL,"Méc.lev.1, mesure de charge jauge de contrainte DMS 1: offset DMS 1 / DMS 2 Méc. levage 1 / Méc. retenue 1",%DB101.DBD4,Méc. levage 1 / Méc. retenue,Télémesure,t
8.0,SLI_11_DMS_2_offset_R,REAL,Méc.lev.1: jauge de contrainte (DMS) 2: mesure de charge :offset DMS 1 / DMS 2 Méc. levage 1 / Méc. retenue 1,%DB101.DBD8,Méc. levage 1 / Méc. retenue,Télémesure,t
12.0,SLI_12_DMS_1_offset_R,REAL,Méc.lev.2: jauge de contrainte (DMS) 1: mesure de charge :offset DMS 1 / DMS 2 Méc. levage 2 / Méc. fermeture 1,%DB101.DBD12,Méc. levage 2 / Méc. fermeture,Télémesure,t
16.0,SLI_12_DMS_2_offset_R,REAL,Méc.lev. 2: jauge de contrainte (DMS )2: mesure de charge :offset DMS 1 / DMS 2 Méc. levage 2 / Méc. fermeture 2,%DB101.DBD16,Méc. levage 2 / Méc. fermeture,Télémesure,t
20.0,spare_1,REAL,Axe dynamométrique. offset jauge DMS 1 et DMS 2 Sans fonction,%DB101.DBD20,Sans fonction,Télémesure,
24.0,PLC_11_DMS_1_offset_R,REAL,"Méc.lev.1, mesure de charge jauge de contrainte DMS 1: offset DMS 1 / DMS 2 Méc. levage 1 / Méc. retenue 2",%DB101.DBD24,Méc. levage 1 / Méc. retenue,Télémesure,t
28.0,PLC_11_DMS_2_offset_R,REAL,Méc.lev.1: jauge de contrainte (DMS) 2: mesure de charge :offset DMS 1 / DMS 2 Méc. levage 1 / Méc. retenue 2,%DB101.DBD28,Méc. levage 1 / Méc. retenue,Télémesure,t
32.0,PLC_12_DMS_1_offset_R,REAL,Méc.lev.2: jauge de contrainte (DMS) 1: mesure de charge :offset DMS 1 / DMS 2 Méc. levage 2 / Méc. fermeture 3,%DB101.DBD32,Méc. levage 2 / Méc. fermeture,Télémesure,t
36.0,PLC_12_DMS_2_offset_R,REAL,Méc.lev. 2: jauge de contrainte (DMS )2: mesure de charge :offset DMS 1 / DMS 2 Méc. levage 2 / Méc. fermeture 4,%DB101.DBD36,Méc. levage 2 / Méc. fermeture,Télémesure,t
40.0,spare_2,INT,Sans fonction 2,%DB101.DBW40,Sans fonction,Télémesure,
42.0,SLI_11_Gross_load_R,REAL,"CEC méc. levage 1: Charge brute, valeur moyenne atténuée et arrondie Méc. levage 1 / Méc. retenue",%DB101.DBD42,Méc. levage 1 / Méc. retenue,Télémesure,t
46.0,SLI_12_Gross_load_R,REAL,"CEC méc. levage 2: charge brute, valeur moyenne atténuée et arrondie Méc. levage 2 / Méc. fermeture",%DB101.DBD46,Méc. levage 2 / Méc. fermeture,Télémesure,t
50.0,SLI_Gross_load_act_R,REAL,CEC mécanismes de levage: charge brute Sans fonction,%DB101.DBD50,Sans fonction,Télémesure,t
54.0,spare_3,INT,Sans fonction 3,%DB101.DBW54,Sans fonction,Télémesure,
56.0,PLC_11_Gross_load_R,REAL,API méc.levage 1: charge brute valeu r moyenne atténuée et arrondie Méc. levage 1 / Méc. retenue,%DB101.DBD56,Méc. levage 1 / Méc. retenue,Télémesure,t
60.0,PLC_12_Gross_load_R,REAL,API méc.levage 2: charge brute valeu r moyenne atténuée et arrondie Méc. levage 2 / Méc. fermeture,%DB101.DBD60,Méc. levage 2 / Méc. fermeture,Télémesure,t
64.0,PLC_Gross_load_act_R,REAL,API mécanismes de levage: charge brute Sans fonction,%DB101.DBD64,Sans fonction,Télémesure,t
68.0,spare_4,INT,Sans fonction 4,%DB101.DBW68,Sans fonction,Télémesure,
70.0,SLI_63_Perm_Bruttoload_R,REAL,CEC: charge brute admissible en tonnes Contrôleur d’état de charge,%DB101.DBD70,Contrôleur d’état de charge,Télémesure,t
74.0,SLI_63_Perm_Bruttol_RX_R,REAL,CEC: charge brute admissible avec portée + x-mètres Contrôleur d’état de charge,%DB101.DBD74,Contrôleur d’état de charge,Télémesure,m
78.0,SLI_63_Perm_RAD_Load_R,REAL,CEC : portée admissible en fonction de la charge Contrôleur d’état de charge,%DB101.DBD78,Contrôleur d’état de charge,Télémesure,rad
82.0,SLI_63_RAD_actual_R,REAL,CEC: portée en mètres Contrôleur d’état de charge,%DB101.DBD82,Contrôleur d’état de charge,Télémesure,rad
86.0,spare_5,INT,Sans fonction 5,%DB101.DBW86,Sans fonction,Télémesure,
88.0,PLC_63_Perm_Bruttoload_R,REAL,API: charge brute admissible en tonnes avec valeur offset Contrôleur d’état de charge,%DB101.DBD88,Contrôleur d’état de charge,Télémesure,t
92.0,PLC_63_Perm_Bruttol_RX_R,REAL,API: charge brute admissible lors d’ une portée + x-mètres Contrôleur d’état de charge,%DB101.DBD92,Contrôleur d’état de charge,Télémesure,m
96.0,PLC_63_Perm_RAD_Load_R,REAL,API : portée admissible en fonction de la charge Contrôleur d’état de charge,%DB101.DBD96,Contrôleur d’état de charge,Télémesure,rad
100.0,PLC_63_RAD_actual_R,REAL,API: portée en mètres Contrôleur d’état de charge,%DB101.DBD100,Contrôleur d’état de charge,Télémesure,rad
104.0,spare_6,INT,Sans fonction 6,%DB101.DBW104,Sans fonction,Télémesure,
106.0,_11_SET_1,BOOL,Enregistrer test de charge 1 (réglag e 0 tonne = crochet vide) Méc. levage 1 / Méc. retenue,%DB101.DBX106.0,Méc. levage 1 / Méc. retenue,Télésignal,
106.1,_11_SET_2,BOOL,Enregistrer test de charge 2 (ajuste ment pour charge maximale) P DWON Méc. levage 1 / Méc. retenue,%DB101.DBX106.1,Méc. levage 1 / Méc. retenue,Télésignal,
106.2,_12_SET_1,BOOL,"Enregistrer valeurs x, y avec charge 1 w C mw Méc. levage 2 / Méc. fermeture",%DB101.DBX106.2,Méc. levage 2 / Méc. fermeture,Télésignal,
106.3,_12_SET_2,BOOL,"Enregistrer valeurs x, y avec w charge 2 Méc. levage 2 / Méc. fermeture",%DB101.DBX106.3,Méc. levage 2 / Méc. fermeture,Télésignal,
108.0,spare_7,REAL,Sans fonction 7,%DB101.DBD108,Sans fonction,Télémesure,
112.0,_31_Angle_boom_offset_R,REAL,Angle de la flèche: offset ajustemen t Méc. variation de volée hydraul.,%DB101.DBD112,Méc. variation de volée hydraul.,Télémesure,t
116.0,SLI_31_Angle_boom_RAD_R,REAL,Angle de la flèche unité en rad Méc. variation de volée hydraul. 1,%DB101.DBD116,Méc. variation de volée hydraul.,Télémesure,rad
120.0,SLI_31_Angle_boom_DEG_R,REAL,"Angle de la flèche, unité en degrés 0 - 90 degrés Méc. variation de volée hydraul. 1",%DB101.DBD120,Méc. variation de volée hydraul.,Télémesure,°
124.0,spare_8,REAL,Sans fonction 8,%DB101.DBD124,Sans fonction,Télémesure,
128.0,PLC_31_Angle_boom_RAD_R,REAL,Angle de la flèche unité en rad Méc. variation de volée hydraul. 2,%DB101.DBD128,Méc. variation de volée hydraul.,Télémesure,rad
132.0,PLC_31_Angle_boom_DEG_R,REAL,"Angle de la flèche, unité en degrés 0 - 90 degrés Méc. variation de volée hydraul. 2",%DB101.DBD132,Méc. variation de volée hydraul.,Télémesure,°
136.0,_91_crane_no,STRING,xx' Numéro de grue Commande centralisée CPU programmable,,Commande centralisée CPU programmable,,
148.0,_63_11_brutto_direct_R,REAL,CEC: méc.lev.1 charge brute: moyenne tirée de jauge 1 et jauge 2 en tonnes Contrôleur d’état de charge 1,%DB101.DBD148,Contrôleur d’état de charge,Télémesure,t
152.0,_63_12_brutto_direct_R,REAL,CEC: méc.lev.2 charge brute: moyenne tirée de jauge 1 et jauge 2 en tonnes Contrôleur d’état de charge 2,%DB101.DBD152,Contrôleur d’état de charge,Télémesure,t
0.0,_00_P_actual_R,REAL,Puissance en kW Groupe électrogène diesel 1,%DB102.DBD0,Groupe électrogène diesel,Télémesure,kW
4.0,_00_P_actual_measured,REAL,Puissance mesurée en kW Groupe électrogène diesel 2,%DB102.DBD4,Groupe électrogène diesel,Télémesure,kW
8.0,_00_P_actual_measured_I,INT,Puissance mesurée en kW INT Groupe électrogène diesel 3,%DB102.DBW8,Groupe électrogène diesel,Télémesure,kW
10.0,_00_Ua_actual,REAL,Tension de sortie Simoreg Groupe électrogène diesel,%DB102.DBD10,Groupe électrogène diesel,Télémesure,V
14.0,_00_P_act_basis,REAL,Valeur réelle de base pour la puissa nce Groupe électrogène diesel,%DB102.DBD14,Groupe électrogène diesel,Télémesure,
18.0,_00_Gen_PT100_1,REAL,Alternateur: valeur de température 1 PT100 Groupe électrogène diesel 1,%DB102.DBD18,Groupe électrogène diesel,Télémesure,°C
22.0,_00_Gen_PT100_2,REAL,Alternateur: valeur de température 2 PT100 Groupe électrogène diesel 2,%DB102.DBD22,Groupe électrogène diesel,Télémesure,°C
26.0,_02_INF1_DC_Link_voltage,REAL,Unité d'alimentation 1: tension circuit intermédiaire Unité d’alimentation 1,%DB102.DBD26,Unité d’alimentation,Télémesure,V
30.0,_02_INF1_DC_Link_current,REAL,Unité d'alimentation 1: courant circuit intermédiaire Unité d’alimentation 1,%DB102.DBD30,Unité d’alimentation,Télémesure,A
34.0,_02_INF2_DC_Link_voltage,REAL,Unité d'alimentation 2: tension circuit intermédiaire Unité d’alimentation 2,%DB102.DBD34,Unité d’alimentation,Télémesure,V
38.0,_02_INF2_DC_Link_current,REAL,Unité d'alimentation 2: courant circuit intermédiaire Unité d’alimentation 2,%DB102.DBD38,Unité d’alimentation,Télémesure,A
42.0,_02_P_act_R_BR_Simoreg,REAL,Puissance active mesurée en kW à partir du Simoreg Unité d’alimentation,%DB102.DBD42,Unité d’alimentation,Télémesure,kW
46.0,_02_BR_Ia_actual,REAL,Valeur réelle du courant Simoreg de freinage Unité d’alimentation,%DB102.DBD46,Unité d’alimentation,Télémesure,A
50.0,_02_BR_UN_act_Norm_R,REAL,Conversion actuelle tension du résea u Unité d’alimentation,%DB102.DBD50,Unité d’alimentation,Télémesure,V
54.0,_02_BR_UN_actual_R,REAL,Tension réseau du simoreg de freinag e Unité d’alimentation,%DB102.DBD54,Unité d’alimentation,Télémesure,V
58.0,_02_BR_FN_actual_R,REAL,Fréquence de réseau Unité d’alimentation,%DB102.DBD58,Unité d’alimentation,Télémesure,Hz
62.0,_02_Caps_actual_Power,REAL,Valeur réelle de puissance des Ultra Caps Unité d’alimentation,%DB102.DBD62,Unité d’alimentation,Télémesure,kW
66.0,_02_Caps_actual_P_Gen,REAL,Valeur réelle de puissance alternate ur Unité d’alimentation,%DB102.DBD66,Unité d’alimentation,Télémesure,kW
70.0,_02_Caps_workload_Invert,REAL,Charge du convertisseur Unité d’alimentation,%DB102.DBD70,Unité d’alimentation,Télémesure,t
74.0,_02_Caps_actual_Voltage,REAL,Tension des Caps Unité d’alimentation,%DB102.DBD74,Unité d’alimentation,Télémesure,V
78.0,_02_Caps_charge_state,REAL,Etat de charge des Caps Unité d’alimentation,%DB102.DBD78,Unité d’alimentation,Télémesure,t
82.0,_04_Setpoint_R,REAL,Valeur de consigne réduite pour pompe hydraulique Pompes et compresseurs,%DB102.DBD82,Pompes et compresseurs,Téléréglage,bar
86.0,_04_MS2_Y_R,REAL,Générateur de rampe Pompes et compresseurs,%DB102.DBD86,Pompes et compresseurs,Télémesure,
90.0,_04_MS3_Y_R,REAL,"Val. consigne pompe hydr réduite, mode mise en équipem.: relever/poser flèche Pompes et compresseurs",%DB102.DBD90,Pompes et compresseurs,Téléréglage,
94.0,_04_Setpoint_Y_R,REAL,Valeur de consigne pompe hydraulique Pompes et compresseurs,%DB102.DBD94,Pompes et compresseurs,Téléréglage,bar
98.0,_04_Temp_hydr_R,REAL,Température du système hydraulique Pompes et compresseurs,%DB102.DBD98,Pompes et compresseurs,Télémesure,bar
102.0,_04_act_pressure_pump,REAL,Valeur réelle pression de pompe Pompes et compresseurs,%DB102.DBD102,Pompes et compresseurs,Télémesure,bar
106.0,_04_act_angle_P1,REAL,Valeur réelle angle de pivotement pompe 1 Pompes et compresseurs 1,%DB102.DBD106,Pompes et compresseurs,Télémesure,°
110.0,_04_act_angle_P2,REAL,Valeur réelle angle de pivotement pompe 2 Pompes et compresseurs 2,%DB102.DBD110,Pompes et compresseurs,Télémesure,°
114.0,_04_act_angle_P3,REAL,Valeur réelle angle de pivotement pompe 3 Pompes et compresseurs 3,%DB102.DBD114,Pompes et compresseurs,Télémesure,°
118.0,_04_act_angle_P4,REAL,Valeur réelle angle de pivotement pompe 4 Pompes et compresseurs 4,%DB102.DBD118,Pompes et compresseurs,Télémesure,°
122.0,_07_Fuel_level_cent_R,REAL,Réservoir de carburant diesel: nivea u de remplissage en % Groupe électrogène diesel,%DB102.DBD122,Groupe électrogène diesel,Télémesure,%
126.0,_07_Temp_Diesel_air_R,REAL,Température moteur diesel air de sur alimentation Groupe électrogène diesel,%DB102.DBD126,Groupe électrogène diesel,Télémesure,°C
130.0,_07_Filter_press_tower,REAL,VAR: valeur réelle surveillance de p ression du filtre Groupe électrogène diesel,%DB102.DBD130,Groupe électrogène diesel,Télémesure,
134.0,_07_Temp_Diesel_water_R,REAL,Température moteur diesel radiateur à eau Groupe électrogène diesel,%DB102.DBD134,Groupe électrogène diesel,Télémesure,°C
138.0,_11_H_height_limit_POS_R,REAL,Hauteur de levage admissible pour le levage calculée Méc. levage 1 / Méc. retenue,%DB102.DBD138,Méc. levage 1 / Méc. retenue,Télémesure,h
142.0,_11_H_height_limit_NEG_R,REAL,Hauteur de levage admissible calculé e pour la descente Méc. levage 1 / Méc. retenue,%DB102.DBD142,Méc. levage 1 / Méc. retenue,Télémesure,h
146.0,_11_H_height_perm_cent_R,REAL,Hauteur de levage admissible en pour centage Méc. levage 1 / Méc. retenue,%DB102.DBD146,Méc. levage 1 / Méc. retenue,Télémesure,h
150.0,_11_H_limit_POS_1_R,REAL,Montée: présélection hauteur de levage point final 1 P DWON Méc. levage 1 / Méc. retenue,%DB102.DBD150,Méc. levage 1 / Méc. retenue,Télémesure,h
154.0,_11_H_limit_NEG_1_R,REAL,Descente: sélection hauteur de levag e point cible 1 w C mw Méc. levage 1 / Méc. retenue,%DB102.DBD154,Méc. levage 1 / Méc. retenue,Télémesure,h
158.0,_11_H_limit_POS_2_R,REAL,Montée: présélection hauteur w de levage point final 2 Méc. levage 1 / Méc. retenue,%DB102.DBD158,Méc. levage 1 / Méc. retenue,Télémesure,h
162.0,_11_H_limit_NEG_2_R,REAL,Descente: sélection hauteur de levag e point cible 2 Méc. levage 1 / Méc. retenue,%DB102.DBD162,Méc. levage 1 / Méc. retenue,Télémesure,h
166.0,_11_H_limit_hoist_perc_R,REAL,Limitation de la hauteur de levage : limitation levage en pourcentage Méc. levage 1 / Méc. retenue,%DB102.DBD166,Méc. levage 1 / Méc. retenue,Télémesure,h
170.0,_11_H_limit_lower_perc_R,REAL,Limitation de la hauteur de levage : limitation descente en pourcentage Méc. levage 1 / Méc. retenue,%DB102.DBD170,Méc. levage 1 / Méc. retenue,Télémesure,h
174.0,_11_MS1_X_R,REAL,Ordre: lire et adapter valeur de con signe Méc. levage 1 / Méc. retenue 1,%DB102.DBD174,Méc. levage 1 / Méc. retenue,Télémesure,
178.0,_11_MS1_Y_R,REAL,Ordre: lire et adapter valeur de con signe Méc. levage 1 / Méc. retenue 2,%DB102.DBD178,Méc. levage 1 / Méc. retenue,Télémesure,
182.0,_11_MS2_Y_R,REAL,Réduire valeur de consigne vitesse pour réduction puissance Méc. levage 1 / Méc. retenue,%DB102.DBD182,Méc. levage 1 / Méc. retenue,Téléréglage,kW
186.0,_11_MS3_Y_R,REAL,Calculer valeur consigne vitesse rot ation du méc. levage suivant la charge Méc. levage 1 / Méc. retenue,%DB102.DBD186,Méc. levage 1 / Méc. retenue,Téléréglage,m/s
190.0,_11_MS4_Y_R,REAL,Appliquer val. pré-fin de course et val. cons. commande par à-coups Méc. levage 1 / Méc. retenue,%DB102.DBD190,Méc. levage 1 / Méc. retenue,Télémesure,m
194.0,_11_MS5_Y_R,REAL,Impulsion changement de vitesse rédu cteur du méc. de levage Méc. levage 1 / Méc. retenue,%DB102.DBD194,Méc. levage 1 / Méc. retenue,Télémesure,m/s
198.0,_11_MS6_Y_R,REAL,Impulsion de démarrage Méc. levage 1 / Méc. retenue,%DB102.DBD198,Méc. levage 1 / Méc. retenue,Télémesure,
202.0,_11_MS8_Y_R,REAL,Montée / descente jusqu’au point cible valeur de consigne réduite Méc. levage 1 / Méc. retenue,%DB102.DBD202,Méc. levage 1 / Méc. retenue,Téléréglage,
206.0,_11_N_setpoint_R,REAL,Transmission de consigne à l'entraîn ement en % Méc. levage 1 / Méc. retenue,%DB102.DBD206,Méc. levage 1 / Méc. retenue,Téléréglage,%
210.0,_11_N_ramp_actual_R,REAL,Temps réelle de générateur de rampe % Méc. levage 1 / Méc. retenue,%DB102.DBD210,Méc. levage 1 / Méc. retenue,Télémesure,
214.0,_11_V_actual_R,REAL,Vitesse du méc. levage en m/min Méc. levage 1 / Méc. retenue,%DB102.DBD214,Méc. levage 1 / Méc. retenue,Télémesure,min
218.0,_11_N_actual_R,REAL,Valeur réelle vitesse en t/min Méc. levage 1 / Méc. retenue,%DB102.DBD218,Méc. levage 1 / Méc. retenue,Télémesure,min
222.0,_11_I_actual_R,REAL,Valeur réelle du courant en A Méc. levage 1 / Méc. retenue,%DB102.DBD222,Méc. levage 1 / Méc. retenue,Télémesure,A
226.0,_11_P_actual_R,REAL,Valeur réelle de la puissance en kW Méc. levage 1 / Méc. retenue,%DB102.DBD226,Méc. levage 1 / Méc. retenue,Télémesure,kW
230.0,_11_UM_actual_R,REAL,Valeur réelle tension moteur en V Méc. levage 1 / Méc. retenue,%DB102.DBD230,Méc. levage 1 / Méc. retenue,Télémesure,V
234.0,_11_fN_actual_R,REAL,Valeur réelle de la fréquence secteu r en Hz Méc. levage 1 / Méc. retenue,%DB102.DBD234,Méc. levage 1 / Méc. retenue,Télémesure,Hz
238.0,_11_UA_actual_R,REAL,Valeur réelle de la tension d'induit en V Méc. levage 1 / Méc. retenue,%DB102.DBD238,Méc. levage 1 / Méc. retenue,Télémesure,V
242.0,_11_Motor_temp_actual_R,REAL,Valeur réelle de température du moteur en °C Méc. levage 1 / Méc. retenue,%DB102.DBD242,Méc. levage 1 / Méc. retenue,Télémesure,°
246.0,_11_H_perm_R,REAL,Hauteur de levage admissible en m Méc. levage 1 / Méc. retenue,%DB102.DBD246,Méc. levage 1 / Méc. retenue,Télémesure,h
250.0,_11_H_height_actual_R,REAL,Valeur réelle de la hauteur de levag e en m (codeur absolu) Méc. levage 1 / Méc. retenue,%DB102.DBD250,Méc. levage 1 / Méc. retenue,Télémesure,h
254.0,_11_H_height_convert_R,REAL,Valeur réelle de la hauteur de levag e en m (entraînement) Méc. levage 1 / Méc. retenue,%DB102.DBD254,Méc. levage 1 / Méc. retenue,Télémesure,h
258.0,_11_V_allow_R1,REAL,Méc. levage: vitesse admissible en m /min Méc. levage 1 / Méc. retenue 1,%DB102.DBD258,Méc. levage 1 / Méc. retenue,Télémesure,min
262.0,_11_Press_brake_R,REAL,Pression de service pour le frein du méc. de levage Méc. levage 1 / Méc. retenue,%DB102.DBD262,Méc. levage 1 / Méc. retenue,Télémesure,bar
266.0,_11_Grab_force,REAL,Force de traction benne pour mécanis me de fermeture Méc. levage 1 / Méc. retenue,%DB102.DBD266,Méc. levage 1 / Méc. retenue,Télémesure,kN
270.0,_11_V_allow_R,REAL,Méc. levage: vitesse admissible en m /min Méc. levage 1 / Méc. retenue 2,%DB102.DBD270,Méc. levage 1 / Méc. retenue,Télémesure,min
274.0,_11_A_actual_R,REAL,Méc. levage: accélération en m/min2 Méc. levage 1 / Méc. retenue,%DB102.DBD274,Méc. levage 1 / Méc. retenue,Télémesure,m
278.0,_11_31_limit_test_activ,BOOL,Test de fin de course activé Méc. levage 1 / Méc. retenue,%DB102.DBX278.0,Méc. levage 1 / Méc. retenue,Télésignal,
280.0,_11_Oil_temp_gear_R,REAL,Méc. levage 1: température de l'huil e du réducteur Méc. levage 1 / Méc. retenue,%DB102.DBD280,Méc. levage 1 / Méc. retenue,Télémesure,°C
284.0,_11_H_height_park,REAL,Hauteur de levage: écart sécurité su ppl. à la tête de flèche stationer grue Méc. levage 1 / Méc. retenue,%DB102.DBD284,Méc. levage 1 / Méc. retenue,Télémesure,h
288.0,_11_H_height_sec_actual,REAL,Hauteur de levage: écart de sécurité actuel à la tête de flèche Méc. levage 1 / Méc. retenue,%DB102.DBD288,Méc. levage 1 / Méc. retenue,Télémesure,h
292.0,_11_Slack_rope_setpoint,REAL,Valeur de consigne régulation mou de câble transmise á l'entraînement Méc. levage 1 / Méc. retenue,%DB102.DBD292,Méc. levage 1 / Méc. retenue,Téléréglage,
296.0,_11_Mot_temp,REAL,Méc. levage 1: température du moteur en degrés Celsius Méc. levage 1 / Méc. retenue,%DB102.DBD296,Méc. levage 1 / Méc. retenue,Télémesure,°C
300.0,_11_P_required,REAL,Puissance nécessaire en charge à Vad mis. Méc. levage 1 / Méc. retenue,%DB102.DBD300,Méc. levage 1 / Méc. retenue,Télémesure,kW
304.0,_11_M_required,REAL,Couple nécessaire en charge à Vadmis . Méc. levage 1 / Méc. retenue,%DB102.DBD304,Méc. levage 1 / Méc. retenue,Télémesure,Nm
308.0,_11_M_required_perc,REAL,Couple nécessaire en % en charge avec Vadmis. Méc. levage 1 / Méc. retenue,%DB102.DBD308,Méc. levage 1 / Méc. retenue,Télémesure,%
312.0,_11_n_allow_R,REAL,Mécanisme de levage: vitesse admissi ble en t/min Méc. levage 1 / Méc. retenue,%DB102.DBD312,Méc. levage 1 / Méc. retenue,Télémesure,min
316.0,_11_CMD_setp_TC_R,REAL,Valeur de consigne manipulateur pour levage Méc. levage 1 / Méc. retenue,%DB102.DBD316,Méc. levage 1 / Méc. retenue,Téléréglage,
320.0,_11_CMD_setp_TC_I,INT,Manipulateur méc. levage 1: valeur brute de la valeur de consigne Méc. levage 1 / Méc. retenue,%DB102.DBW320,Méc. levage 1 / Méc. retenue,Téléréglage,
322.0,_12_MS1_X_R,REAL,Ordre: lire et adapter valeur de con signe Méc. levage 2 / Méc. fermeture 1,%DB102.DBD322,Méc. levage 2 / Méc. fermeture,Télémesure,
326.0,_12_MS1_Y_R,REAL,Ordre: lire et adapter valeur de con signe Méc. levage 2 / Méc. fermeture 2,%DB102.DBD326,Méc. levage 2 / Méc. fermeture,Télémesure,
330.0,_12_N_setpoint_R,REAL,Transmission de consigne à l'entraîn ement en % Méc. levage 2 / Méc. fermeture,%DB102.DBD330,Méc. levage 2 / Méc. fermeture,Téléréglage,%
334.0,_12_MS5_Y_R,REAL,Impulsion changement de vitesse rédu cteur du méc. de levage Méc. levage 2 / Méc. fermeture,%DB102.DBD334,Méc. levage 2 / Méc. fermeture,Télémesure,m/s
338.0,_12_I_control_actual_R,REAL,Sortie régulateur compensation de co urant Méc. levage 2 / Méc. fermeture,%DB102.DBD338,Méc. levage 2 / Méc. fermeture,Télémesure,
342.0,_12_H_height_limit_POS_R,REAL,Hauteur de levage admissible pour le levage calculée P DWON Méc. levage 2 / Méc. fermeture,%DB102.DBD342,Méc. levage 2 / Méc. fermeture,Télémesure,h
346.0,_12_H_height_limit_NEG_R,REAL,Hauteur de levage admissible calculé e pour la descente w C mw Méc. levage 2 / Méc. fermeture,%DB102.DBD346,Méc. levage 2 / Méc. fermeture,Télémesure,h
350.0,_12_H_height_perm_cent_R,REAL,Hauteur de levage admissible w en pour centage Méc. levage 2 / Méc. fermeture,%DB102.DBD350,Méc. levage 2 / Méc. fermeture,Télémesure,h
354.0,_12_N_actual_R,REAL,Valeur réelle vitesse en t/min Méc. levage 2 / Méc. fermeture,%DB102.DBD354,Méc. levage 2 / Méc. fermeture,Télémesure,min
358.0,_12_I_actual_R,REAL,Valeur réelle du courant en A Méc. levage 2 / Méc. fermeture,%DB102.DBD358,Méc. levage 2 / Méc. fermeture,Télémesure,A
362.0,_12_P_actual_R,REAL,Valeur réelle de la puissance en kW Méc. levage 2 / Méc. fermeture,%DB102.DBD362,Méc. levage 2 / Méc. fermeture,Télémesure,kW
366.0,_12_UA_actual_R,REAL,Valeur réelle de la tension d'induit en V Méc. levage 2 / Méc. fermeture,%DB102.DBD366,Méc. levage 2 / Méc. fermeture,Télémesure,V
370.0,_12_fN_actual_R,REAL,Valeur réelle de la fréquence secteu r en Hz Méc. levage 2 / Méc. fermeture,%DB102.DBD370,Méc. levage 2 / Méc. fermeture,Télémesure,Hz
374.0,_12_Motor_temp_actual_R,REAL,Valeur réelle de température du moteur en °C Méc. levage 2 / Méc. fermeture,%DB102.DBD374,Méc. levage 2 / Méc. fermeture,Télémesure,°
378.0,_12_H_height_actual_R,REAL,Valeur réelle de la hauteur de levag e en m (codeur absolu) Méc. levage 2 / Méc. fermeture,%DB102.DBD378,Méc. levage 2 / Méc. fermeture,Télémesure,h
382.0,_12_H_height_convert_R,REAL,Valeur réelle de la hauteur de levag e en m (entraînement) Méc. levage 2 / Méc. fermeture,%DB102.DBD382,Méc. levage 2 / Méc. fermeture,Télémesure,h
386.0,_12_V_actual_R,REAL,Vitesse du méc. levage en m/min Méc. levage 2 / Méc. fermeture,%DB102.DBD386,Méc. levage 2 / Méc. fermeture,Télémesure,min
390.0,_12_Press_brake_R,REAL,Pression de service pour le frein du méc. de fermeture Méc. levage 2 / Méc. fermeture,%DB102.DBD390,Méc. levage 2 / Méc. fermeture,Télémesure,bar
394.0,_12_Rigging_setpoint,REAL,Valeur de consigne mode mise en équi pement Méc. levage 2 / Méc. fermeture,%DB102.DBD394,Méc. levage 2 / Méc. fermeture,Téléréglage,
398.0,_12_Oil_temp_gear_R,REAL,Méc. levage 2: température de l'huil e du réducteur Méc. levage 2 / Méc. fermeture,%DB102.DBD398,Méc. levage 2 / Méc. fermeture,Télémesure,°C
402.0,_12_Grab_weight,REAL,Poids propre de la benne à quatre câbles Méc. levage 2 / Méc. fermeture,%DB102.DBD402,Méc. levage 2 / Méc. fermeture,Télémesure,t
406.0,_12_Selected_N_F_Load,REAL,Charge max. pour l'atténuation du champ Méc. levage 2 / Méc. fermeture,%DB102.DBD406,Méc. levage 2 / Méc. fermeture,Télémesure,t
410.0,_12_Current_Con_setpoint,REAL,Sortie régulateur de compensation du courant Méc. levage 2 / Méc. fermeture,%DB102.DBD410,Méc. levage 2 / Méc. fermeture,Téléréglage,A
414.0,_12_Pos_Diff_actual,REAL,Différence de position entre méc. de levage 1 et méc. de levage 2 Méc. levage 2 / Méc. fermeture,%DB102.DBD414,Méc. levage 2 / Méc. fermeture,Télémesure,m
418.0,_12_Grab_s_act_percent,REAL,Course de fermeture de la benne en p ourcentage Méc. levage 2 / Méc. fermeture,%DB102.DBD418,Méc. levage 2 / Méc. fermeture,Télémesure,%
422.0,_12_Pos_Control_setpoint,REAL,Sortie régulateur de course Méc. levage 2 / Méc. fermeture,%DB102.DBD422,Méc. levage 2 / Méc. fermeture,Téléréglage,m
426.0,_12_Pos_Ctrl_setp_lim,REAL,Sortie régulateur de course limitée par le manipulateur Méc. levage 2 / Méc. fermeture,%DB102.DBD426,Méc. levage 2 / Méc. fermeture,Téléréglage,m
